Respondent ID,What languages do you use in Jupyter? (other),What are your primary job roles when you are using Jupyter? (other),"What are your go-to tools for performing data science, scientific computing, and machine learning on your laptop/ desktop (non-cloud) for data science? (other)",How do you run and/ or access Jupyter? (other),Major use cases (other).,What data sources are you primarily working with in your role? (other),What data formats are you mostly working with? (other),Do you experience these problems with data in Jupyter? (other),What type of analysis are you running? (other),What tools do you use to create dashboards? (other),Do you experience these problems with visualization in Jupyter? (other),How do you scale and schedule your workloads? (other),Do you experience these problems with scale in Jupyter? (other),What is your reason for sharing a notebook with someone else? (other),Comments about collaboration:,Do you have challenges with collaboration in Jupyter? (other),Do you have challenges with the notebook UI?,Open feedback for problems/ pain points you didn't get to share.
12350203294,,,MATLAB,,,Robotic Operating System BAGs and data streams,ROS Bag,,"Data exploration, Statistical Signal Processing, Geographic data exploration",,Meeting installation dependencies for creating interactive plots in a stand-alone system is  too difficult and often fundamentally broken. ,,,,I would like to learn how to do this!,,Interactive plotting should be supported without the requirement to install any further packages or extensions. ,"I'm a former MATLAB user. I love Python, but compared to the MATLAB IDE, all Python IDE's including Jupiter are horrible! I'd love to see many basic features of the MATLAB IDE made standard. These include, truly interactive plots (without dependency hell) with intuitive easy to use tools to explore a data set, the ability to update a plot before cell execution completes so that animations with real-time data are possible, better tools in interact with a plot, including double-click zoom out, ability to select points, ability to graphically edit plot parameters. Other features include a build-in variable browser and build in debugger."
12350158962,,,,,,,,,,,,,,,,,,
12350064212,,,,,,,,,,,,,,,,,,
12349752319,,,,,,,,,,,,,,,,,,One key feature would be real time editing of a notebook by multiple users at the same time.
12349712099,,,,,,,,,,,,,,,,,,"I have not discovered jupyter properly, I will first Discover it."
12349539639,Octave,,,,,,,,,,,,,,,,,
12349286540,,,,,Exploratory data analysis,web scraping,html,,statistical analysis,Excel,I found widgets confusing to program,,large notebooks taking too long to render,,,,find and replace functionality better in classic notebooks,"I still use classic notebooks because the UX is better. Find and replace, moving cells and responsiveness is better in classic."
12349060192,,,,wsl 2 with debian base distro,,,,,,,,,,,,,pls an uber alles autocomplete,"Please, need a good autocomplete.  And i think,in the foreseeable future, more people going to use wsl2 for have same os env and modules. this need a little focus for this project."
12348904822,,,,,,,,,,,I clean the data using Jupiter then move the code into Pycharm for this type of thing. ,,"One openCV. Pillow & Tesseract assignment I had took a good ten minutes at least.  If I were to use image processing all the time then I wouldn't use Jupiter, no offence -.- ",,,,The progress bar is the Mac daddy of issues. ,N/A. 
12348658943,pascalABC,,,,,,,,,,,,,,,,,
12348646816,,,,,,,,,,,,,,,,,,Too much questions.  Make a simpler survey. Shorter!  Main reason to use Jupyter is that everything can be done local and it is FOSS. I do not trust Cloud things with my valuable data.    Keep it FOSS!!
12346933440,,,,,,,,,,,,,,,,,,
12345367919,,,,,,,,,,,,,,,,,,
12344850338,,Hobby programmer,,,I use it to educate myself in Python and have fun in my spare time.,,So far haven't read external data,,Just fun projects as a hobby,,,,,,,,,Great tool - thanks to all the contributors!!
12344338826,Internal,Manager,,,,,,,,,,,,,,,,
12343610395,,,,,pizza is good,,p Y t H 0 n,,,,,,,,,,,hehe
12343327809,,,,,,,,,,,,,,,,,,"Important extensions not Jupyter Lab compatible.    Variable explorer and integrated debugger are essential.    No extended markdown support ( Mermaid, etc.)"
12343210684,,,,,,Google Big Query,,,,,,,,,,,,
12342743924,,,,,,,,,,,,Azkaban,,,,,,
12342705318,,,,self hosted on home server,,,,,,,,,,,,,,
12342364853,,,,,,,,,,,,,,,,,,
12341915156,,,,,,,,,,,,,,,,,,
12341613373,,,,,,,,,,excel,,google colab,,,,,,
12341273084,,,,,,,,,,,,,,,,,,
12341019853,,,,,,,,,Probabilistic Models and Probabilistic Forecast,,,lab Beowulf cluster,,,We hava a large problem and my students works (theirs Thesis) on specific problems,,,
12340771128,,,,main computer connected via network to multiple Raspberry Pi's running Jupyter Lab ,,Mqtt paho-mqtt,,,,pypi panel/ holoviz.org,,,,,,,,
12340733159,,,,I would love to view and/or in JupyterLab on my mobile device.  Mostly to help students debug their code.,,,,,,,,,,,,,,
12339887211,,,,,"Please add usable extensions to JupiterLab, I have never been able to make any of them work not form the GUI nor from terminal on any platform (macOS, Win10, Ubuntu). It is just a broken .... Please also add Automatic code  completion because the KITE extension doesn't work and JEDI is just stuck and don't want to auto complete COLAB's code complete works SOOO well, I just hate that I cant use the correct packages in Google Colab so I cant enjoys the code completion.",,,the GUI just crashes if I have large more than 300 field long notebooks open. No matter how strong is the computer Jupyter Lab just cant handle it.,,"Non, but there would be need so I can install any open source staff easyly becasue my matplotlib and seaborn grapsh are not too convincing for my management but I don't have time to use time wasting tools like the above mentioned ones.",,"DASK, rapids.ai",,,"Google doc like solution when you can edit the same doc would be cool. Especially anywhere like from my local machine share tokened link, or from EC2.",Especially because the git extension doesn't work or for that mater any plug in Version control is basically making saves as from jupyter files. It is absolutly terryfying. Jupyter have to do it beacuse installing GUI to version control on EC2 would be a pain in the ....,"THIS IS THE MSOT SERIOUSE EVER IN JUPYTER LAB: Poor autocompletion (e.g. LSP, show methods/ attributes).",You guys are cool. Makes my work just soo much better. Thank you. And please try to actually put my recommendations in to practice especially the collapsing GUI because of long notebooks and the code completion like Google Colab. I am happy to help if you contact me I am pretty passionate about good user experience. LOVE YOU GUYS :D
12338824788,,,,,,,,,,,,,,,,,,Thank you
12338708990,,,,,,,,,,,,,,,,,,
12338215567,,,,,,,,,,,,,,,,,,
12338031783,,,,,了,；,,,,,,,,,了,,,。 
12336161515,,,,Rare use by searching jupyter.org,I am a poor student ><  ,,,,,,,idk the meaning of the question,idk,,,,,sometimes servers broke.....................
12335861806,,,,,,,,,,,,,,,,,,
12335676983,,,,,,,,,,,,,,,,,,
12335469109,,,,,,,,,,,,,,,,,,
12335297345,,,,,,,,,,,,,,,,,,good
12335022344,,,,,,,,,,,,,,,,,,
12335007471,,,,,,,,,,,,,,,,,,"Currently stuck trying to reinstall via pip/brew since had issue with kernel not finding library. Would like to see timing info for notebook, integrated unit testing. Ideally flag variables that were deleted (for example color coding or highlighting cells that are no longer consistent if rerun - for example due to deleted code)."
12334989317,,,,,,,,,,,,,,,,,,
12334532702,,,,,Teaching python. Works well. Better than other tools.,,,,,,,,,,,,,
12333927924,,,,,,,,,,,,,,,,,,
12333177920,,,,,,,,,,,,,Large (or image heavy) notebook lag,Collaborative research and development,,no realtime collaboration (collaborative editing); no notebook version time travel,,
12332337705,,,,,,,,,,,,,,,,,,
12332194527,,,,Run directly on non-local server (not cloud),,,,,,,,,,,,,I hate that the editor automatically adds closing parentheses and quotes.,"My major grip with Jupyter is the inability to mix languages in the same notebook.  E.g., I'd like to have cells in Python producing data that is passed to cells written in R.   Currently considering org-mode as superior to Jupyter because of that."
12331859289,,,,,For run a FML code,,,,,,,,,,,,,No problem 
12331515977,,,,,,,,,,,,,,,,,,
12331467722,,production engineer ,,,,,,"slides are great way to show work to non technical, but it must become more trivial",,panel holoviz bokeh. why isn't it in the list?!,RAM gets overloaded too quickly even after deleting cells plotting Bokeh figures,,,I use it as documentation and report,,,,Dark mode buggy with Bokeh   Resource management
12331464845,,,,,,,,"markdowns dont hold there formatting , very frusturating for educational templates",,,,,,,,,,Its difficult to document as i would like to in Markdown mode    It would be nice to have a simpler more fully featured gui to save time    the #### system for bolding can get very tedious
12331006658,,,none,I know by my Professor during python training.,For practice coding.,None,None,,None,,,NONE,,,,,,
12330794201,,,,,,,,,,,,,,,,,,
12330702140,,engineering calculations,,,,,,,,,,,,,,,,
12330635552,,,,,,,,,,,,,,,,,,
12330549374,,,,,no,,,,,,,,,,,,,nofghhhy
12330491498,,,,,,,,,,,,,,,,,,"sometimes when I run a long code, it never loads and keeps running with that star on the side. When this happens I need to duplicate the file and try running again. This is very annoying "
12330208966,,,,,,,,,,,,,,Share data analysis,,,,
12330106714,,,,,,,,,,bokeh,,,,,,,,
12329561565,,,,,,,,,,,,,,,,,,
12329335658,,,,,,,,,,,,,,,,,,
12328976171,,,,,,,,,,,,,,,,,,--
12328876874,Bash,,,Cloud Service - JupyterHub on-prem Kubernetes,,,,,,,,,,,,,,JupyterLab is awesome. Would like to see a SINGLE JupyterLab frontend with support for both local and remote (Jupyter Enterprise Gateway) kernels
12328780096,,,,,1. creating single page website with Voila  2. As templating tool to run repetitive on demand shell scripts on remote servers with self-documenting streaming output. Using this to build a template to semi-automate database migrations and upgrades.,,,,,,,,,,,when converting notebook with nbconvert using custom template can not make jinja2 template use Python modules,,"Kernel hangs when shell command executed with ""!"" magic accidentally prompts for input. For example ""! scp file username@remote_server"" and remote server prompts for password. There is no  prompt in UI and kernel has to be restarted loosing all variables."
12328739156,,,,,,,,,,,,,,,,,,
12327126026,,,,,,,,,,,,,,,,,,
12326485715,,,,,,,,,,,,,,,,,,
12326328376,,,,pipx,,,,Would like a nice CSV editor.,Mainly just exploratory analysis.,Qlik,,,,,,Can we please just make jupytext Standard?,,
12326033004,,,,,,,Binary sensor data,,,,,,,,,,Cells don't auto expand to fit browser width.,
12325960398,,,,,,,,,,nothing,,,,,nothing,,,
12324952048,,,,,,,,,,,,,,,,,,
12324950599,,,,,,,,,,,,,,,,,,
12324526028,,,,,,,,,,,,,,,,,,
12324382779,,,,,,,,,,,,,,,,,,
12323795279,,,,Remote machine,"Learn, do python excercises",,,,Image analysis,,,,,,,,,
12323645604,,,,,,,,,,,,,,,,,,
12323112610,,,,,,Hardware,,,,,,,,,,,,
12323072321,,,,,,,,,,,,,,,,,,
12322843878,,,,,,,,,,,,,,,,,,
12322811515,,,,,,,,,,,,,,,,,,
12321167647,shell,Statistician,,,,,,,,,,,,,,,,"I use both RStudio and JupyterLab extensively for my statistical consulting business - I typically have 3-10 different projects going at once. I would really like a ""Project"" or ""Workspace"" feature, where each project can have it's own settings and can be managed / switched between inside the interface.    "
12321072591,,,,,,https://www.hec.usace.army.mil/software/hec-dss/,,,,https://panel.holoviz.org/,Some Conflicts with Dark Theme depending on plot engine,,,,ad-hoc at best.  seems clunky.,,CANT LINK MULTIPLE NOTEBOOKS TO THE SAME RUNNING KERNEL.,"Despite the rough edges, Jupyter is great and allowed me to ditch mathematica.  A few more feature updates and I can fully ditch matlab too!  Thank you for such a great open source project!"
12321038877,,,,,"Many of these tasks (particularly writing software packages and tests, documentation, etc.)  I *don't* expect jupyter to be good at. Or rather, I view Jupyter as a way of quickly interacting and visualizing with data, but not where I do ""proper"" programming.",,,,General visualization and data exploration. ie. I run a simulation and want to know what happened,,,,,Independent and collaborative exploration of data,,,,
12320547655,,,,,,,,,,,,,,,,,,
12320032659,,,,Own server,,,,,,,,,,,,,,
12319954884,,,,,,,,,Bioinformatics,,,,,,,I use jupytext for version control,,"My biggest pain point right now is poor support for LSP. I'm using it, but it's performance is varying: sometimes works fine, sometimes extreeemely slow (such that it's faster to google), sometimes just doesn't work at all. To have a working and fast documentation viewer and autocompletion (bonus would be jump to definition), in whichever implementation (LSP or other), would currently bring me the most value in my daily work with jupyterlab."
12319950240,,,,,,,,,,,,cvnrg.io,,,,,,a tensorflow and pycuda integration would not be a luxury
12319834645,,,,,,,,,,,,,,,,,,
12319740280,,,,,,,,,,,,,,,,,,
12319431331,,,,,,,,,,,,,,,,"I guess track changes is possible with a diff of the JSON ipynb file, but that is not pretty.",,
12318308124,,,,,,,,,,,,,,,,,,
12318053527,,,,,,,,,,,,,,,,,,
12317797458,,Hobbyist,,Cloud service - SAP (Data Intelligence),,Files on the web (accessible via HTTP(S)),,,,SAP Analytics Cloud,,Pipelines in SAP Data Intelligence,,,,,,
12317767424,bash,,,,,,,,,,,,,,,,,
12317204345,,,,,,,,,,Microsoft PowerBI,,,,,,,,Thank you. You guys are doing a great job.
12317110027,,,,,,,,,,,,,,,,,,
12316957583,,,,,,,,,,,,,,,,,,
12316810783,,,,,,,,,,,,,,,,,,
12316800264,,,,,,,,,,superset,,,,,,,,
12316535577,,,,,,,,,,,,,,,,,,how to use jupyter as full-online ide
12316413120,,,,,,,,,,,,,,,,,,
12316410344,,,,,,,,,,,,,,,,,,
12316155596,,,,,,,,,,,,,,,,,,
12316057217,,,,,,,,,,,,,,,,,,
12316049341,,,,,,Microsoft Excel,,,Automating Pattern-Finding in Stock Market Historical Data on Excel,,,,,,,,,
12315846690,,,,,,,,,,,,,,,,,,
12315801101,,Research Software Engineer,,,,,,,,Bokeh,,,,,,,,
12315542974,,,,,"Simulation steering, Jupyter is pretty good for this but not perfect, there are no other tools I've tried that have been better.",,,,,,,Need a better way to optionally offload to compute node.,,,"It's difficult to review notebooks/changes to notebooks in Bitbucket (on-site), GitHub is nice though=]",,,
12315068956,,,,,,,,,,,,,,,"I collaborate with people across multiple distinct and non-overlapping projects, there is not a single collaboration.",,,
12315066073,,,,,,,,,,,,,,,"We generally review results, rather than the code itself.",,,
12314837958,,,,,,,,,,,,,,,,,,Please make jupyter notebooks more collaborative and compatible with git!! Crucial for pair programming and code reviews
12314737545,,,,,,,,,,,,,,,,,,
12314617048,,,,,,,,,,,,,,,,,,
12314211407,,,,,,,,,,,,,,,,,can't hide cells,
12314130274,,,,,,,,,,,,,,,,,,
12313728772,,,,,,,,,,,,,,,,,,
12313692781,,,,Cloud Server - Tencent; Could Server -Huawei,,,,,,,,,,,,,,"No, Jupyter Notebook generally runs well. Good job."
12313465658,,,,,,,,,,,,,,,,,,no
12313301839,,Civil Engineer,,,,,,,,,,,,,,,,
12313275963,,,,,,,,,,Bokeh,,,,,,,,
12313167464,,,,,,,,,,,,,,,,,,
12313147107,shell commands (! exclamation mark commands),,,,performance comparison of tools/code snippets,,,"open only first view lines of [text/csv] file if too big, otherwise UI freezes/crashes",,,,pygeoapi,,,,,Awful terminal experience. Should more resemble local terminal with shortcuts etc.,
12313115464,,,,,,,,,,,,,,,,,,Very poor version control (git) is by far the main pain point keeping me away of using jupyter more often.
12312826454,,,,,,,,,,,,,,,,,,
12312494860,,,,,,,,,,,,,,,,,,
12312404571,,"Consultant, database analyst",,,,,,,Data analysis and transformation,,,,,,,,,
12312111200,,,,,,,,,,,,,,,,,,
12311979607,,,,,,,,,,,,,,,,,,You guys are doing a great job. Keep it up! :) 
12311901377,,IAM Architect,,,,screen scraping from web pages,,,,,,,,,,,,
12311777163,,,,,,,,,,,,,,,,,,
12311776595,,,,Cloud service - Coursera,,,,,,,,,,,,,,
12311633620,,,,,,,,,,,,,,,,,,"Need separate application or software , rather than online mode."
12311260298,,,,,,,,,,,,,,,It ca be better,,,I like the app
12310895621,Bash,,,,,"RDF graphs + vocabularies, not Graph DBs",,Better tools for rendering notebooks to Markdown,,,,Ray,,,"GitHub, mostly",Robust conversion to Markdown,,"Our team has had to build tools for integrating Jupyter notebooks (e.g., in an ""examples"" subdirectory in a GH repo) into MkDocs for documentation. The existing tooling for this is horrid. Fallback to frameworks like Sphinx or Django are not robust solutions. The Jupyter Book thing really isn't viable, either.  If Jupyter wants to be taken more seriously as a ""publishing format"" you'll need to get more pragmatic in this area.  Let's us know if you want to collaborate: "
12310895597,,,,,,,,,,,,,,,,,,"A big pain point (that's been improved a lot, but could use even more improvement) is the built in graph viewer. I still find it hard to show matplotlib graphs with a good UI. Hovering points and lines to see chart values is hard to get working. Zooming in is often broken. Other features like enabling or disabling the grid or legend aren't supported. There's a lot of possible features for making viewing [matplotlib] graphs in notebooks good and seamless.    I also frequently have to rerun sets of cells. Right now I manually choose the top cell and just shift-enter until I reach the last cell. It works, but there may be a better workflow here."
12310889731,,,,,,,,,,,,,,,,,,
12310794969,,,,,,,,,,,,,,,,,,
12310623635,,,,,,,,,,,,,,,,,,
12310612019,,,,,,,,,,,"Creating dashboards with dynamic data - e.g. IoT, Forex or Stocks data",,,,,,,"It will be great to have features to - 1) Create live interactive dashboards / quick dashboard applications from notebooks,   and 2) run notebooks from CLI (without any UI), like in .bat or .sh commands."
12310531132,,,,,,,,,,Corporate Solution,,"I'm a business User, don't care about how to scale the server on which jupyter is running.",,,,,,
12310308811,,,,,,,,,,,,,,,I take the role of a research assistant,,,
12310230471,,,,,,,,,,,,,,,,,,I wish you all a pleasent 2021
12310183556,,,,,,Excel,,,,Power BI,,,,,,,,
12310082520,,,,Cloud service at notebooks.gesis.org,"Creating interactive exercises, labs and other teaching material for university students.",,,,,,,,,,,Better git support! Please!!,Exporting a simple notebook as PDF fails due to linked images - this is at least a major challenge for my target application in an educational environment!,"- An easy way for versioning notebooks with git! Please!!  - I would like to use interactive widgets but support in JupyterLab is poor.   - Version chaos of various Jupyter components has led me to only use the most basic setup without any extensions.   - Exporting notebooks to other formats like PDF or LaTeX is more or less unusable, I haven't been able to create good looking PDFs with all images present (except by imporing PNG as base64 which is a PITA).  - Being able to import common text cells (e.g. for copyright notices or header) would be very helpful. "
12310061525,,,,,,,,,,,,,,,,,,
12310025295,,,"unix scripting, sqlite, simulation tools",,,,,,,,,,,,,,,would be interesting to see more plugins on drawing/rendering outputs from data e.g. from simulation and CAD tools
12309929781,,robotic process automation,,I installed winpython and got jupyterLab with that ,,,,,,,,,,,,,,
12309898850,,,,,,,,,,,,,,,,,,Excellent
12309828601,,,,,,,,,,,,,,,,,,
12309745689,,,,,,,,,,,,,,,,,,
12309718146,Maxima,,"R, Maxima",,,,,,,,,,,,,,,
12309677406,Matlab,,,,,,,,,,,,,,,,,
12309645393,,,,,,,,,,,,,,,,,"Not having a floating ""scratch pad"" to prototype expressions",I consider these extensions the minimum necessary for me to be productive with Jupyter:  - Initialization cells  - Collapsible headings  - Variable Inspector
12309425153,,,,,,,,,,,,,,,,,,
12309415315,,,,,,,,"Installing a package on jupyter does not guarantee it will actually work on the virtual env; often matplotlib inline doesn't work, troubleshooting docs are a bit confisung.",,"Altair, Bokeh, Pandas-profilling",,,,,,,,
12309270194,,,,,,,,,,PowerBI,,,,,,,,
12309151097,,,,,,,,,,,,,,,,,spellchecker native,
12309089700,,,,,,,,,,,,,,,,,,
12308994117,,,,,,,,,,,,GenePattern,,,,,,
12308989530,,,,,,,,,,,,,,,,,,
12308970060,,,,,,,,,,,,,,,,,,
12308724159,,,,local linux server,,,,,,,,,,,,,,
12308603373,,,,,,,,,,,,,,,,,,
12308579384,,,"IgorPro, SciDaVis",,,"Online government databases (NIST), real-time collected data",real-time measured python data structures,Pandas mostly solves issues with dataframes.,"Analysis of raw scientific data, data type specific methods.",,"Most plotting tools could use improved GUI for adjusting axes labels, plot-style, zoom, etc...",,,,Semester duration in a class as instructor helping students.,Live sharing of the same document on a Jupyterhub would be realy nice,,"A) The complexity of the JupyterLab interface makes it difficult to use with students that are not programmers. The ""Classic"" view is better.    B) The security protections on JupyterLab make it difficult to develop simple javascript additions for special purposes. I have enough of these that I have stuck to classic Jupyter notebooks for my uses."
12308507073,,,,,,,,,,,,,,,I'm not sure if sharing a notebook with students counts as collaborating for your survey...,,,"Thank you so much for the way you worded question 4. I'm a university lecturer - I teach but don't research. Most surveys I do have an option for K-12 and one for research faculty, and I'm left trying to decide which box to pick.    My biggest barrier with notebooks is just having the time within my professional life to learn more. I use them for teaching, and it's flipping amazing, and I know that I'm missing a lot of cool features for teaching that I just haven't had time to learn."
12308436020,,,,,I use notebooks to teach Python and SQL. It's wonderful. I love it. ,,,,,,,,,,I'm a teacher. ,,,"Overall I *love* Jupyter Lab. My students love it too because of the ability to mix notes and code. There are a few pain points that I have:     1. I distribute notebooks with programming assignments that have embedded unit tests. I would like a more convenient way to make cells read-only.   2. The XPython debugger is a great teaching tool that could use a bit of polish.   3. The UI overall could use a bit more polish (e.g. download all files in a directory, create a *.py file in an easier way, better looking fonts).     Thank you so much!"
12308396703,,,,,,,,,,,,,,,,,,
12308354252,,,,,,Scraped data,,,,,,,,,,,,
12308347207,"Haskell, F#",Hobbyist,Orange,,,,,,,,,,,,,,,
12308337443,,,,,,,,,,,,,,,,,,
12308227503,,,,,,,mzML/XML,,,Bokeh,,Dagster,,,,,,
12308031689,,,,,,,,,,,,,,,,,,
12307979522,,,,RStudio Server Pro,,,,Building docker containers via UI like pycharm tool,,,,RStudio Kubernetes Launcher + RStudio Connect,,,Not close to RStudio Connect and RStudio Project Sharing (real-time editing of a code from a colleague),,,"Honestly,    JupyterLab is a great tool for prototyping, sharing plots and making some dash prototypes.    But it is very difficul to build production code with it. We discourage the usage of Jupyter notebooks and Jupyterlab in our organization and we have set the following guidelines:    If a project uses R ---> go with RStudio or VSCode  If a project uses Python ---> go with PyCharm  If a project uses Python and R ---> Its up to your choice what to choose.    We are aware of kubeflow, papermill and other tools to make notebook based workflows/schedulle them but our position is to go with dockerized code running in different services (sagemaker, eks, aws batch) and use lambdas for configuration of the pipelines and step functions for pipeline management."
12307813339,,,,,,,,,,,,,,,heavy,,,loading server not connected
12307775436,,,,,,,,,,,,future,,,,,,
12307567786,,,IntelliJ IDEA,,,,,,,,,,,,,,Missing Find/Replace,
12307531793,,,,,,,,,,,,,,,this question is odd. I collaborate with different people in different ways.,,,"I really like jupyter, but the editing experience is inferior to google colab - adding text cells etc, deleting cells    Colapsing cells is klunky.    Knowing which cell failed, knowing which cells are scheduled to run.     Editing by multiple windows/machines/users at once.    My notebooks run on a server I connect to using a VPN. When I open my laptop in the morning, why cant the notebook be re-updated with ALL output.    I dont understand why the widgets needed for TQDM progress bars arent installed by default."
12307514997,,,,,,,Binary memory-mapped Numpy arrays,Matplotlib: Missing interactive features relative to Tcl/Tk,,Matplotlib,"Plotting tool = Matplotlib, which I use outside of Jupyter to leverage the Tcl/Tk interactivity",,,,,,"Very clunky UX with scrollable result boxes inside a scrollable notebook. I wish results had no scolling, and scrolling would happen only at the level of the entire notebook",
12307457781,,,,,,,,,,Bokeh,,,We tend to write python scripts when need to scale/batch,,,,,"Jupyter notebook is a great tool for quick analyses, for running data cleaning/data feasibility studies, however we tend to not use it for production codes due to the fact that it is not linear/it is stateful and it is hard to execute/schedule from outside. For this reason, we often write python scripts."
12307348716,Matlab,,,,,,,,,,,,,,,,,
12307339112,,,,,,Network drives,,,,,,,,,,,,
12307287271,,,,,,,,,,,,,,,,,,Dealing with long-running computations on remote servers where the output gets lost and/or I have to refresh the browser page after my local computer goes to sleep.
12307277288,,,,,,,,,,,,,,,,,,I'd like Jupyter to be free software and not just open source
12307168313,,,,,"Hi,  I am beginner to Jupyter with about three months, and I look forward to using in wide applications and my answers above are  the ones I am going to utilize soon.",,,,,,,,"But I need to be acquinted with the aplications and sources very well,  and become an expert in Jupyter.",,,,Thank you  very much with survey. It helped me to know Jupyter in detail.,"Just very much interesting survey, and Jupyter a big company!"
12307133125,,,,,,,,,,,,,,,,,,I would like a side panel console to make some trial before putting it in my notebook .
12307084861,,,,,,,,,,,,,,,,,,
12307051385,,,,,,,,,,,,,,,,,,
12306797339,,,,,,,,,,,,,,,,,,
12306739719,,,,,,,,,,,,,,,,,,GOOF
12306718794,,,,,,,,,,,,,,,,,,
12306652176,,,,,,,,,,,,,,"Present results, Document a process",,,,
12306604869,,,,,,,,,,,,,,,,,,
12306596093,,,,,,,,,,,,,,,,,,
12306455379,,,,,,,,,,,,,,,,,,
12306337211,,,,,,,,,,,,,,,,,,
12306071328,,,,,,,,,,,,,,,,,,
12305923585,,,,Cloud service - Paperspace,,,,,,,,,,,,,,
12305906406,,,SQL Command Line,,,,,,,,,,,,,,,
12305886874,,,,,Live coding exercises,,,poor version control,,Metabase,binary images make .ipynb files harder to manage on git,,,"mentoring, providing feedback on their code","we use Sphinx, Jupyter, Mkdocs, Notion and a few others",,,
12305885097,,,,,,,,,,,,,,,,,,
12305785824,,,,,,,,,,,,,,,,,Needs a dual monitor mode - 2 column layout with data preview on one side and cells on the other,
12305746484,,,,,,,genome sequence data,,,,,,,,"I collaborate, but not with Jupyter Notebooks",,Auto-indent is too aggressive and no VI key bindings for cell editing.,"I would like to be able to edit cells as if I were using VI, and source my .vimrc or somehow customize key-bindings. A more functional PNG/PDF viewer would be nice (at least the ability to zoom in/out).     My final and biggest complaint about Jupyter is the persistence of variables. I know this is a tough one to solve, but I've been foiled by the persistence of variables that I deleted many times--to the point where I've considered ditching Jupyter. "
12305735671,,,,,,NDeX,,,,,,,,,"Is publishing APIs and cookbooks a form of collaboration? I think so, but I don't see how to capture that here.",,,"We're using Colab because of natural sharing capabilities. We'd be happy to use other public Notebook servers, but they're hard to find. Also, we're concerned that Colab may eventually become incompatible with Jupyter."
12305708828,,,,,,,,,Reporting,Proprietary,,Proprietary,,Launch evaluation,,None of this is available in free Jupyter,"Free Jupyter is missing some of these, plus it OOMs on long-running notebooks due to saving old outputs.","Keeping code and outputs in sync:  Versioning git code, ML outputs (like tensorboard), and notebook cells together is not really possible.  Closing your browser results in your code output and notebook output diverging, so you need to log everything in addition to showing it in the notebook. Or you can launch a chrome instance on the server and only use Jupyter through VNC.    Interacting with data:  Widgets API is not modernized.  Concurrency control is not good - run a ML training cell and a visualization cell in parallel.  Inconsistencies in single-kernel vs multiple-browser model.  Challenging APIs - how to show a side-by-side comparison? And compatibility breaks frequently.  Larger media needs to be outputted to a separate stream (such as a network drive or VNC server). This can be a video, or just a long running stream of text updates as Jupyter keeps them all."
12305701543,,,"Hadoop, Spark, Hive, Pig, etc.",,,,,,,"Kepler, etc.",,,,,,,,"Jupyter extensions are probably the best feature that allows others to contribute and folks like us to leverage benefits. But per my experience it quite poorly managed. Most available extensions are broken due incompatible dependencies. Probably this could be well managed under UI, one can perform compatibility checks beforehand before making it available under UI. "
12305651572,bash,,,,,,"bioinformatic file formats - vcf, fastq, bam",,general exploratory data analysis,,,,,,,,,
12305604909,,Machine Learning Engineer,,,The table of contents is the best bloody feature of all.,,,,,,Databricks has a built in simple charting mechanism. I used it all the time. It's great.,,,,"Collaboration is incredibly difficult because we manage our notebooks in a git repo. We cannot work on the same notebook at the same time. Git always has merge conflicts when trying to coalesce notebooks from different branches. It's been an issue forever. We have to collaborate the old-fashioned, manual way. I have to manually coalesce code changes into my branch, or start from someone else's branch and add my code to it. It's a pain. ",,,I tried to install Jupyter Labs version 3.0 and it failed because of dependency issues. The version of anaconda I'm using is up-to-date as of about 2 months ago. Please contact blukefore@gmail.com if you'd like a copy of the error.
12305577357,,,I don't use non-cloud tools.,,This table is overwhelming.  I put fake answers because I didn't feel like answering it.  You shouldn't force people to fill big tables if you want useful info.,,,,,,,,,Your question 16 only allows **multiples of 10** for the number of people with whom I collaborate.  That's not useful.,...,,,
12305554313,,,,,,,,,,,,,,,,,,
12305551275,,,,,,,,,,,,,,,,,,Rust Support
12305510048,,,,,,,,,,,,,,,,can't simultaneously edit a notebook,,I have tried writing extensions for jupyterlab and it is *way* harder than for classic notebook. That will keep a lot of innovations from being developed.
12305503440,,,,,,,,,,,,,,,,,,
12305491908,,,,ssh pipe,,,,,,,,,,,,,,A simpler way to create theme extensions using css only is realy needed for the community
12305363612,,,,,,,,,,Redash,,,,,,,,
12305338759,,,,,,,,,,,,,,For certification,,,,
12305327192,,"Data journalism (sports, local civic data); digital humanities",,Cloud server - Digital Ocean; home RPi server,,,,,,,,,,"Q16 didn;t let me say I work with 1 or two others (options were teams of 0, 10, 20..?)",Editorial review (teaching materials),,A lot of the issues listed in this section I solve using extensions,
12305114997,,,,,,,,,EDA,,,,,,,,,always having issues regarding hidding code in notebooks to PDF
12305107048,,,,,,,,,,,,,,,,,,
12305094255,,,,,,,,,,,,,,,,,,
12305066424,,,,,,,"ROOT, awkward-array",,Building empirical PDFs (histograms),,,,,,,,,
12304995491,,,,,,,,,,,,,,,,,,
12304970858,,,,,,,,,,,,,,,,,,
12304965631,,,,,,,,,,,,,,,,,,
12304954729,,,,,,,,,,,,,,,,,,
12304947452,,,,,,,,,,,,,,,,,,
12304905622,,,,,,,,,,,,,,,,,,
12304900841,,,,,,,,,,,,,,,,,,
